영화명,개봉일,날짜,관객수,누적관객,스크린수,상영횟수,순위
노이즈,2025-06-25,2025-07-16,27070,1263604,729,2109,4
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-16,26080,1815152,888,2106,5
슈퍼맨,2025-07-09,2025-07-16,22721,623971,821,2019,6
28년 후,2025-06-19,2025-07-16,11122,361365,71,71,7
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-16,5058,17264,143,413,8
메간 2.0,2025-07-16,2025-07-16,2905,3181,427,692,9
커미션,2025-07-16,2025-07-16,2688,3063,127,211,10
F1 더 무비,2025-06-25,2025-07-17,37882,1540766,834,1910,1
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-17,35701,116635,796,2670,2
킹 오브 킹스,2025-07-16,2025-07-17,34034,85026,939,2138,3
노이즈,2025-06-25,2025-07-17,24865,1288469,721,2122,4
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-17,24124,1839276,904,2103,5
슈퍼맨,2025-07-09,2025-07-17,19295,643266,806,1917,6
이상한 집,2025-07-17,2025-07-17,3731,3731,140,279,7
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-17,2978,20242,146,394,8
드래곤 길들이기,2025-06-06,2025-07-17,2242,1769551,127,134,9
메간 2.0,2025-07-16,2025-07-17,2147,5328,388,579,10
F1 더 무비,2025-06-25,2025-07-18,67613,1608379,905,2169,1
노이즈,2025-06-25,2025-07-18,53284,1341753,803,2341,2
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-18,45734,162369,798,2638,3
킹 오브 킹스,2025-07-16,2025-07-18,40476,125502,948,2332,4
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-18,35557,1874833,937,2312,5
슈퍼맨,2025-07-09,2025-07-18,27802,671068,863,2039,6
이상한 집,2025-07-17,2025-07-18,3957,7688,136,227,7
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-18,3871,24113,147,405,8
괴기열차,2025-07-09,2025-07-18,3611,83266,161,198,9
메간 2.0,2025-07-16,2025-07-18,3060,8388,415,570,10
F1 더 무비,2025-06-25,2025-07-19,138875,1747254,949,2443,1
킹 오브 킹스,2025-07-16,2025-07-19,134857,260359,1135,3246,2
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-19,90413,252782,869,2595,3
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-19,89799,1964632,994,2598,4
노이즈,2025-06-25,2025-07-19,73677,1415430,846,2373,5
슈퍼맨,2025-07-09,2025-07-19,57253,728321,886,1971,6
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-19,12257,36370,194,470,7
괴기열차,2025-07-09,2025-07-19,5283,88549,167,222,8
이상한 집,2025-07-17,2025-07-19,4076,11764,129,190,9
메간 2.0,2025-07-16,2025-07-19,4050,12438,380,497,10
킹 오브 킹스,2025-07-16,2025-07-20,128040,388399,1191,3217,1
F1 더 무비,2025-06-25,2025-07-20,126389,1873643,949,2307,2
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-20,74107,2038739,988,2425,3
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-20,71319,324101,899,2471,4
노이즈,2025-06-25,2025-07-20,64715,1480145,838,2216,5
슈퍼맨,2025-07-09,2025-07-20,46873,775194,906,1861,6
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-20,11687,48057,204,458,7
괴기열차,2025-07-09,2025-07-20,3986,92535,158,202,8
이상한 집,2025-07-17,2025-07-20,3578,15342,131,190,9
메간 2.0,2025-07-16,2025-07-20,3452,15890,369,464,10
F1 더 무비,2025-06-25,2025-07-21,50921,1924564,941,2300,1
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-21,29196,353297,765,2314,2
킹 오브 킹스,2025-07-16,2025-07-21,27646,416045,823,2264,3
노이즈,2025-06-25,2025-07-21,27182,1507327,725,2102,4
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-21,19921,2058660,829,2003,5
슈퍼맨,2025-07-09,2025-07-21,14061,789255,776,1686,6
전지적 독자 시점,2025-07-23,2025-07-21,3142,4768,14,14,7
괴기열차,2025-07-09,2025-07-21,2231,94766,147,194,8
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-21,1833,49890,153,286,9
메간 2.0,2025-07-16,2025-07-21,1803,17693,334,422,10
F1 더 무비,2025-06-25,2025-07-22,53571,1978135,951,2319,1
킹 오브 킹스,2025-07-16,2025-07-22,27968,444013,838,2244,2
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-22,25704,379001,770,2324,3
노이즈,2025-06-25,2025-07-22,24353,1531680,737,2096,4
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-22,18222,2076882,833,1969,5
슈퍼맨,2025-07-09,2025-07-22,12705,801960,780,1676,6
괴기열차,2025-07-09,2025-07-22,2107,96873,160,212,7
커미션,2025-07-16,2025-07-22,2033,11601,121,156,8
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-22,1902,51792,157,283,9
메간 2.0,2025-07-16,2025-07-22,1796,19489,344,425,10
전지적 독자 시점,2025-07-23,2025-07-23,122476,127416,1581,6708,1
F1 더 무비,2025-06-25,2025-07-23,40786,2018921,713,1709,2
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-23,26837,405838,676,1584,3
킹 오브 킹스,2025-07-16,2025-07-23,22317,466330,750,1722,4
노이즈,2025-06-25,2025-07-23,16914,1548594,656,1362,5
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-23,11888,2088770,589,1058,6
슈퍼맨,2025-07-09,2025-07-23,7858,809818,489,801,7
좀비딸,2025-07-30,2025-07-23,3257,4734,24,24,8
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-23,2976,54768,142,233,9
대탈출 : 더 스토리 특별판,2025-07-23,2025-07-23,1583,1583,21,23,10
전지적 독자 시점,2025-07-23,2025-07-24,73102,200518,1294,4814,1
판타스틱 4: 새로운 출발,2025-07-24,2025-07-24,72687,73313,1027,3964,2
F1 더 무비,2025-06-25,2025-07-24,34642,2053563,719,1414,3
킹 오브 킹스,2025-07-16,2025-07-24,24062,490392,708,1453,4
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-24,17743,423581,634,1166,5
노이즈,2025-06-25,2025-07-24,13493,1562087,577,1042,6
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-24,8020,2096790,489,696,7
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-07-24,7890,14564,423,503,8
좀비딸,2025-07-30,2025-07-24,6487,11221,39,40,9
슈퍼맨,2025-07-09,2025-07-24,4246,814064,373,515,10
전지적 독자 시점,2025-07-23,2025-07-25,80688,281206,1220,4810,1
판타스틱 4: 새로운 출발,2025-07-24,2025-07-25,61400,134713,1023,3884,2
F1 더 무비,2025-06-25,2025-07-25,58786,2112349,791,1701,3
킹 오브 킹스,2025-07-16,2025-07-25,31214,521606,801,1659,4
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-25,21039,444620,672,1233,5
노이즈,2025-06-25,2025-07-25,16874,1578961,622,1124,6
좀비딸,2025-07-30,2025-07-25,10489,21710,61,61,7
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-25,10089,2106879,489,661,8
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-07-25,6935,21499,436,517,9
슈퍼맨,2025-07-09,2025-07-25,5395,819459,359,478,10
전지적 독자 시점,2025-07-23,2025-07-26,185014,466220,1201,4629,1
F1 더 무비,2025-06-25,2025-07-26,141590,2253939,866,2109,2
판타스틱 4: 새로운 출발,2025-07-24,2025-07-26,115275,249988,1007,3679,3
킹 오브 킹스,2025-07-16,2025-07-26,99405,621011,1072,2418,4
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-26,41115,485735,715,1257,5
노이즈,2025-06-25,2025-07-26,31225,1610186,620,1115,6
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-26,28107,2134986,545,739,7
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-07-26,22880,44379,562,762,8
슈퍼맨,2025-07-09,2025-07-26,11264,830723,323,413,9
배드 가이즈 2,2025-07-30,2025-07-26,9734,10736,50,50,10
전지적 독자 시점,2025-07-23,2025-07-27,161585,627805,1171,4327,1
F1 더 무비,2025-06-25,2025-07-27,139760,2393699,934,2130,2
킹 오브 킹스,2025-07-16,2025-07-27,109051,730062,1130,2438,3
판타스틱 4: 새로운 출발,2025-07-24,2025-07-27,92345,342333,999,3434,4
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-27,37450,523185,706,1246,5
노이즈,2025-06-25,2025-07-27,27614,1637800,579,1020,6
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-27,27523,2162509,526,698,7
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-07-27,24731,69110,577,780,8
슈퍼맨,2025-07-09,2025-07-27,10491,841214,311,385,9
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-27,6906,71949,168,226,10
F1 더 무비,2025-06-25,2025-07-28,63659,2457358,865,2189,1
전지적 독자 시점,2025-07-23,2025-07-28,59669,687474,1060,4090,2
킹 오브 킹스,2025-07-16,2025-07-28,36397,766459,767,1854,3
판타스틱 4: 새로운 출발,2025-07-24,2025-07-28,34121,376454,886,3156,4
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-28,19627,542812,647,1261,5
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-07-28,13355,82465,481,644,6
노이즈,2025-06-25,2025-07-28,13287,1651087,573,1056,7
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-28,11961,2174470,484,684,8
슈퍼맨,2025-07-09,2025-07-28,4812,846026,299,386,9
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-28,4378,76327,163,247,10
F1 더 무비,2025-06-25,2025-07-29,62129,2519487,891,2245,1
전지적 독자 시점,2025-07-23,2025-07-29,54880,742354,1093,4102,2
킹 오브 킹스,2025-07-16,2025-07-29,37752,804211,783,1899,3
판타스틱 4: 새로운 출발,2025-07-24,2025-07-29,29823,406277,891,3066,4
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-29,18785,561597,662,1285,5
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-29,13475,2187945,490,700,6
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-07-29,12614,95079,507,667,7
노이즈,2025-06-25,2025-07-29,12344,1663431,572,1043,8
슈퍼맨,2025-07-09,2025-07-29,5194,851220,320,409,9
극장판 도라에몽: 진구의 그림이야기,2025-07-16,2025-07-29,5009,81336,164,250,10
좀비딸,2025-07-30,2025-07-30,430087,462004,1557,6668,1
F1 더 무비,2025-06-25,2025-07-30,118128,2637615,838,1896,2
전지적 독자 시점,2025-07-23,2025-07-30,83986,826340,907,2376,3
판타스틱 4: 새로운 출발,2025-07-24,2025-07-30,49817,456094,801,1773,4
배드 가이즈 2,2025-07-30,2025-07-30,41505,52241,618,1080,5
킹 오브 킹스,2025-07-16,2025-07-30,40873,845084,680,1084,6
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-30,30317,591914,509,744,7
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-07-30,12178,107257,399,451,8
노이즈,2025-06-25,2025-07-30,9231,1672662,282,374,9
쥬라기 월드: 새로운 시작,2025-07-02,2025-07-30,6167,2194112,138,159,10
좀비딸,2025-07-30,2025-07-31,240977,702981,1450,6594,1
F1 더 무비,2025-06-25,2025-07-31,74681,2712296,921,2244,2
배드 가이즈 2,2025-07-30,2025-07-31,33508,85749,628,1090,3
킹 오브 킹스,2025-07-16,2025-07-31,31858,876942,711,1209,4
전지적 독자 시점,2025-07-23,2025-07-31,31110,857450,776,2084,5
판타스틱 4: 새로운 출발,2025-07-24,2025-07-31,17217,473311,709,1455,6
명탐정 코난: 척안의 잔상,2025-07-16,2025-07-31,14597,606511,484,721,7
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-07-31,10157,117414,393,453,8
고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,2025-07-31,5639,13669,175,218,9
노이즈,2025-06-25,2025-07-31,5473,1678135,242,334,10
좀비딸,2025-07-30,2025-08-01,269926,972907,1481,6934,1
F1 더 무비,2025-06-25,2025-08-01,89628,2801924,940,2444,2
전지적 독자 시점,2025-07-23,2025-08-01,34672,892122,776,1986,3
킹 오브 킹스,2025-07-16,2025-08-01,30479,907421,712,1210,4
배드 가이즈 2,2025-07-30,2025-08-01,30205,115954,698,1183,5
판타스틱 4: 새로운 출발,2025-07-24,2025-08-01,18431,491742,703,1355,6
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-01,12885,619396,505,734,7
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-08-01,9674,127088,411,482,8
고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,2025-08-01,5755,19424,178,220,9
노이즈,2025-06-25,2025-08-01,5310,1683445,239,324,10
좀비딸,2025-07-30,2025-08-02,479554,1452461,1580,7434,1
F1 더 무비,2025-06-25,2025-08-02,158388,2960312,965,2699,2
킹 오브 킹스,2025-07-16,2025-08-02,50662,958083,781,1322,3
전지적 독자 시점,2025-07-23,2025-08-02,46726,938848,791,1754,4
배드 가이즈 2,2025-07-30,2025-08-02,42602,158556,754,1390,5
판타스틱 4: 새로운 출발,2025-07-24,2025-08-02,28811,520553,704,1221,6
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-02,17343,636739,465,687,7
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-08-02,13909,140997,496,619,8
고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,2025-08-02,7138,26562,209,286,9
노이즈,2025-06-25,2025-08-02,5980,1689425,205,269,10
좀비딸,2025-07-30,2025-08-03,416247,1868708,1598,7156,1
F1 더 무비,2025-06-25,2025-08-03,136329,3096641,938,2589,2
킹 오브 킹스,2025-07-16,2025-08-03,56994,1015077,814,1360,3
배드 가이즈 2,2025-07-30,2025-08-03,42372,200928,769,1355,4
전지적 독자 시점,2025-07-23,2025-08-03,35027,973875,787,1605,5
판타스틱 4: 새로운 출발,2025-07-24,2025-08-03,21084,541637,678,1116,6
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-08-03,14768,155765,483,589,7
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-03,14527,651266,468,679,8
고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,2025-08-03,7139,33701,206,280,9
노이즈,2025-06-25,2025-08-03,5413,1694838,198,270,10
좀비딸,2025-07-30,2025-08-04,184865,2053573,1402,6629,1
F1 더 무비,2025-06-25,2025-08-04,64765,3161406,880,2490,2
킹 오브 킹스,2025-07-16,2025-08-04,16580,1031657,605,1090,3
배드 가이즈 2,2025-07-30,2025-08-04,15676,216604,629,1216,4
전지적 독자 시점,2025-07-23,2025-08-04,14196,988071,704,1514,5
판타스틱 4: 새로운 출발,2025-07-24,2025-08-04,9819,551456,639,1127,6
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-04,7701,658967,465,690,7
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-08-04,5617,161382,399,489,8
고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,2025-08-04,3031,36732,183,254,9
노이즈,2025-06-25,2025-08-04,2454,1697292,190,248,10
좀비딸,2025-07-30,2025-08-05,167653,2221226,1421,6640,1
F1 더 무비,2025-06-25,2025-08-05,58805,3220211,886,2509,2
킹 오브 킹스,2025-07-16,2025-08-05,16639,1048296,599,1103,3
배드 가이즈 2,2025-07-30,2025-08-05,14675,231279,641,1180,4
전지적 독자 시점,2025-07-23,2025-08-05,13503,1001574,723,1500,5
판타스틱 4: 새로운 출발,2025-07-24,2025-08-05,8697,560153,637,1095,6
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-05,7842,666809,479,691,7
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-08-05,5250,166632,396,485,8
노이즈,2025-06-25,2025-08-05,2553,1699845,186,249,9
고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,2025-08-05,2489,39221,179,254,10
좀비딸,2025-07-30,2025-08-06,151530,2372756,1358,6007,1
F1 더 무비,2025-06-25,2025-08-06,53650,3273861,815,2295,2
발레리나,2025-08-06,2025-08-06,43395,52175,670,2066,3
스머프,2025-08-06,2025-08-06,15505,16620,587,948,4
킹 오브 킹스,2025-07-16,2025-08-06,11583,1059879,512,732,5
배드 가이즈 2,2025-07-30,2025-08-06,10978,242257,550,831,6
강령: 귀신놀이,2025-08-06,2025-08-06,9159,10067,201,439,7
전지적 독자 시점,2025-07-23,2025-08-06,7421,1008995,542,829,8
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-06,6723,673532,284,389,9
야당: 익스텐디드 컷,2025-08-06,2025-08-06,5215,5365,417,712,10
좀비딸,2025-07-30,2025-08-07,135685,2508441,1421,6134,1
F1 더 무비,2025-06-25,2025-08-07,49999,3323860,806,2299,2
발레리나,2025-08-06,2025-08-07,25629,77804,660,1972,3
킹 오브 킹스,2025-07-16,2025-08-07,12168,1072047,534,766,4
스머프,2025-08-06,2025-08-07,11033,27653,583,897,5
배드 가이즈 2,2025-07-30,2025-08-07,9672,251929,542,809,6
전지적 독자 시점,2025-07-23,2025-08-07,6435,1015430,518,771,7
강령: 귀신놀이,2025-08-06,2025-08-07,6134,16201,200,411,8
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-07,5164,678696,275,375,9
판타스틱 4: 새로운 출발,2025-07-24,2025-08-07,3985,567810,258,318,10
좀비딸,2025-07-30,2025-08-08,161210,2669651,1432,6366,1
F1 더 무비,2025-06-25,2025-08-08,65792,3389652,857,2493,2
발레리나,2025-08-06,2025-08-08,27267,105071,681,1861,3
킹 오브 킹스,2025-07-16,2025-08-08,13223,1085270,556,797,4
스머프,2025-08-06,2025-08-08,10991,38644,567,867,5
배드 가이즈 2,2025-07-30,2025-08-08,8648,260577,528,780,6
머티리얼리스트,2025-08-08,2025-08-08,7585,8059,166,520,7
전지적 독자 시점,2025-07-23,2025-08-08,6748,1022178,506,720,8
강령: 귀신놀이,2025-08-06,2025-08-08,6369,22570,202,399,9
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-08,4746,683442,298,377,10
좀비딸,2025-07-30,2025-08-09,354254,3023905,1548,7183,1
F1 더 무비,2025-06-25,2025-08-09,132816,3522468,913,2629,2
발레리나,2025-08-06,2025-08-09,46277,151348,751,1736,3
킹 오브 킹스,2025-07-16,2025-08-09,33303,1118573,670,987,4
스머프,2025-08-06,2025-08-09,25672,64316,632,977,5
배드 가이즈 2,2025-07-30,2025-08-09,21772,282349,610,878,6
강령: 귀신놀이,2025-08-06,2025-08-09,9922,32492,224,386,7
전지적 독자 시점,2025-07-23,2025-08-09,9238,1031416,470,650,8
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-09,9151,692593,291,368,9
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-08-09,7504,183230,292,342,10
좀비딸,2025-07-30,2025-08-10,324844,3348749,1567,6853,1
F1 더 무비,2025-06-25,2025-08-10,120212,3642680,917,2504,2
킹 오브 킹스,2025-07-16,2025-08-10,38616,1157189,711,978,3
발레리나,2025-08-06,2025-08-10,35844,187192,757,1601,4
스머프,2025-08-06,2025-08-10,26920,91236,639,964,5
배드 가이즈 2,2025-07-30,2025-08-10,23048,305397,605,866,6
전지적 독자 시점,2025-07-23,2025-08-10,13696,1045112,478,632,7
강령: 귀신놀이,2025-08-06,2025-08-10,9862,42354,207,364,8
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-08-10,8171,191401,288,334,9
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-10,7775,700368,288,363,10
좀비딸,2025-07-30,2025-08-11,104952,3453701,1368,5970,1
F1 더 무비,2025-06-25,2025-08-11,45691,3688371,884,2438,2
발레리나,2025-08-06,2025-08-11,14612,201804,673,1605,3
킹 오브 킹스,2025-07-16,2025-08-11,6983,1164172,477,695,4
스머프,2025-08-06,2025-08-11,5463,96699,490,698,5
배드 가이즈 2,2025-07-30,2025-08-11,5092,310489,451,631,6
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-11,3868,704236,282,369,7
강령: 귀신놀이,2025-08-06,2025-08-11,3808,46162,201,367,8
전지적 독자 시점,2025-07-23,2025-08-11,3363,1048475,381,525,9
머티리얼리스트,2025-08-08,2025-08-11,2728,23276,160,396,10
좀비딸,2025-07-30,2025-08-12,100261,3553962,1398,6003,1
F1 더 무비,2025-06-25,2025-08-12,43886,3732257,890,2424,2
발레리나,2025-08-06,2025-08-12,14706,216510,689,1630,3
킹 오브 킹스,2025-07-16,2025-08-12,7416,1171588,476,704,4
배드 가이즈 2,2025-07-30,2025-08-12,6467,316956,490,677,5
스머프,2025-08-06,2025-08-12,6172,102871,511,697,6
강령: 귀신놀이,2025-08-06,2025-08-12,3943,50105,210,372,7
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-12,3756,707992,291,374,8
전지적 독자 시점,2025-07-23,2025-08-12,3491,1051966,403,550,9
머티리얼리스트,2025-08-08,2025-08-12,2879,26155,161,403,10
좀비딸,2025-07-30,2025-08-13,90507,3644469,1216,4988,1
악마가 이사왔다,2025-08-13,2025-08-13,48534,53283,974,3754,2
F1 더 무비,2025-06-25,2025-08-13,41581,3773838,739,2132,3
식스데이즈,2025-08-13,2025-08-13,15344,15908,110,275,4
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-13,14146,14146,344,553,5
발레리나,2025-08-06,2025-08-13,8780,225290,553,1000,6
킹 오브 킹스,2025-07-16,2025-08-13,5932,1177520,398,482,7
스머프,2025-08-06,2025-08-13,4552,107423,358,411,8
배드 가이즈 2,2025-07-30,2025-08-13,4407,321363,355,410,9
명탐정 코난: 척안의 잔상,2025-07-16,2025-08-13,3068,711060,148,184,10
좀비딸,2025-07-30,2025-08-14,110953,3755422,1299,5501,1
F1 더 무비,2025-06-25,2025-08-14,56882,3830720,806,2367,2
악마가 이사왔다,2025-08-13,2025-08-14,39110,92393,960,3636,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-14,14359,28505,369,581,4
발레리나,2025-08-06,2025-08-14,11948,237238,567,1051,5
킹 오브 킹스,2025-07-16,2025-08-14,7070,1184590,439,547,6
배드 가이즈 2,2025-07-30,2025-08-14,5250,326613,365,430,7
식스데이즈,2025-08-13,2025-08-14,4773,20681,111,274,8
스머프,2025-08-06,2025-08-14,4731,112154,384,446,9
머티리얼리스트,2025-08-08,2025-08-14,3161,31305,144,274,10
좀비딸,2025-07-30,2025-08-15,290709,4046131,1438,6343,1
F1 더 무비,2025-06-25,2025-08-15,140886,3971606,937,2792,2
악마가 이사왔다,2025-08-13,2025-08-15,73914,166307,839,3181,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-15,24374,52879,411,613,4
킹 오브 킹스,2025-07-16,2025-08-15,21818,1206408,526,707,5
스머프,2025-08-06,2025-08-15,19243,131397,535,693,6
발레리나,2025-08-06,2025-08-15,19142,256380,532,871,7
배드 가이즈 2,2025-07-30,2025-08-15,17719,344332,481,614,8
식스데이즈,2025-08-13,2025-08-15,5415,26096,113,256,9
베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,2025-08-15,5057,202760,186,210,10
좀비딸,2025-07-30,2025-08-16,261583,4307714,1477,6413,1
F1 더 무비,2025-06-25,2025-08-16,130471,4102077,981,2845,2
악마가 이사왔다,2025-08-13,2025-08-16,57897,224204,814,2933,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-16,25833,78712,437,686,4
발레리나,2025-08-06,2025-08-16,18151,274531,540,859,5
킹 오브 킹스,2025-07-16,2025-08-16,17779,1224187,536,709,6
배드 가이즈 2,2025-07-30,2025-08-16,12506,356838,500,622,7
스머프,2025-08-06,2025-08-16,12034,143431,517,659,8
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-16,11548,12172,37,37,9
식스데이즈,2025-08-13,2025-08-16,5258,31354,117,250,10
좀비딸,2025-07-30,2025-08-17,211059,4518773,1442,6003,1
F1 더 무비,2025-06-25,2025-08-17,103896,4205973,969,2674,2
악마가 이사왔다,2025-08-13,2025-08-17,45855,270059,789,2666,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-17,22932,101644,432,694,4
킹 오브 킹스,2025-07-16,2025-08-17,19531,1243718,539,671,5
발레리나,2025-08-06,2025-08-17,12350,286881,526,800,6
배드 가이즈 2,2025-07-30,2025-08-17,11878,368716,476,596,7
스머프,2025-08-06,2025-08-17,11798,155229,507,643,8
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-17,11460,23632,37,37,9
독립군: 끝나지 않은 전쟁,2025-08-13,2025-08-17,4606,16392,163,176,10
좀비딸,2025-07-30,2025-08-18,61234,4580007,1207,5004,1
F1 더 무비,2025-06-25,2025-08-18,36659,4242632,879,2464,2
악마가 이사왔다,2025-08-13,2025-08-18,15199,285258,702,2288,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-18,10956,112600,388,691,4
발레리나,2025-08-06,2025-08-18,5658,292539,494,824,5
킹 오브 킹스,2025-07-16,2025-08-18,3263,1246981,363,447,6
스머프,2025-08-06,2025-08-18,2664,157893,285,317,7
배드 가이즈 2,2025-07-30,2025-08-18,2522,371238,299,343,8
독립군: 끝나지 않은 전쟁,2025-08-13,2025-08-18,2317,18709,160,177,9
머티리얼리스트,2025-08-08,2025-08-18,1762,43685,130,238,10
좀비딸,2025-07-30,2025-08-19,53951,4633958,1234,4949,1
F1 더 무비,2025-06-25,2025-08-19,34652,4277284,878,2445,2
악마가 이사왔다,2025-08-13,2025-08-19,15336,300594,706,2281,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-19,10584,123184,433,754,4
발레리나,2025-08-06,2025-08-19,5271,297810,514,829,5
킹 오브 킹스,2025-07-16,2025-08-19,3350,1250331,350,428,6
스머프,2025-08-06,2025-08-19,2578,160471,294,333,7
독립군: 끝나지 않은 전쟁,2025-08-13,2025-08-19,2476,21185,177,194,8
배드 가이즈 2,2025-07-30,2025-08-19,2385,373623,273,311,9
백! 스테이지, ,2025-08-19,2286,3881,25,42,10
좀비딸,2025-07-30,2025-08-20,50380,4684338,1267,4932,1
F1 더 무비,2025-06-25,2025-08-20,37646,4314930,889,2522,2
악마가 이사왔다,2025-08-13,2025-08-20,17549,318143,707,2139,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-20,10273,133457,420,766,4
발레리나,2025-08-06,2025-08-20,5155,302965,466,770,5
어글리 시스터,2025-08-20,2025-08-20,5011,5211,187,413,6
킹 오브 킹스,2025-07-16,2025-08-20,2465,1252796,319,380,7
로마의 휴일,2025-08-20,2025-08-20,2319,28254,77,123,8
스머프,2025-08-06,2025-08-20,2227,162698,211,229,9
식스데이즈,2025-08-13,2025-08-20,1903,37119,109,226,10
좀비딸,2025-07-30,2025-08-21,46998,4731336,1255,4871,1
F1 더 무비,2025-06-25,2025-08-21,39199,4354129,879,2496,2
악마가 이사왔다,2025-08-13,2025-08-21,15634,333777,709,2136,3
긴키 지방의 어느 장소에 대하여,2025-08-13,2025-08-21,9463,142920,438,783,4
발레리나,2025-08-06,2025-08-21,4975,307940,453,786,5
어글리 시스터,2025-08-20,2025-08-21,3001,8212,182,365,6
킹 오브 킹스,2025-07-16,2025-08-21,2854,1255650,338,408,7
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-08-21,2330,25962,9,9,8
